Index,Name,User_Id,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
16483,CT Special Forces 2: Back in the Trenches,10292,GBA,2003,Shooter,LSP Games,0.01,0,0,0,0.01,76,11,4.3,12,T
16484,Kamaitachi no Yoru 2: Tokubetsu Hen,10237,PSP,2006,Adventure,ChunSoft,0,0,0.01,0,0.01,76,11,4.3,12,T
16485,Root Double: Before Crime After Days,10235,X360,2012,Action,Yeti,0,0,0.01,0,0.01,76,11,4.3,12,T
16486,ef - a fairy tale of the two.,10278,PS2,2010,Adventure,Comfort,0,0,0.01,0,0.01,76,11,4.3,12,T
16487,Minds and Mystery: 5 Game Pack,10206,PC,2014,Action,Focus Multimedia,0,0.01,0,0,0.01,76,11,4.3,12,T
16488,Akai Suna Ochiru Tsuki,10232,PSV,2016,Adventure,dramatic create,0,0,0.01,0,0.01,76,11,4.3,12,T
16489,Sonic & All-Stars Racing Transformed,10298,PC,2013,Racing,Sega,0,0.01,0,0,0.01,76,11,4.3,12,T
16490,FairlyLife: MiracleDays,10223,PSP,2010,Adventure,Piacci,0,0,0.01,0,0.01,76,11,4.3,12,T
16491,Death Connection Portable,10257,PSP,2011,Adventure,Idea Factory,0,0,0.01,0,0.01,76,11,4.3,12,T
16492,Surfs Up,10292,GC,2007,Sports,Ubisoft,0.01,0,0,0,0.01,76,11,4.3,12,E10+
16493,TimeShift,10266,PC,2007,Shooter,Vivendi Games,0.01,0,0,0,0.01,71,30,7.6,126,M
16494,Rainbow Islands: Revolution,10213,PSP,2005,Action,Rising Star Games,0.01,0,0,0,0.01,71,30,7.6,126,M
16495,Rakushou! Pachi-Slot Sengen 4,10201,PS2,2006,Misc,Tecmo Koei,0,0,0.01,0,0.01,71,30,7.6,126,M
16496,Championship Manager 2010,10261,PC,2009,Sports,Eidos Interactive,0,0.01,0,0,0.01,71,30,7.6,126,M
16497,Moe Moe 2-Ji Daisenryaku 2,10231,PSP,2010,Strategy,System Soft,0,0,0.01,0,0.01,71,30,7.6,126,M
16498,The Chronicles of Riddick: Assault on Dark Athena,10279,PC,2009,Shooter,Vivendi Games,0,0.01,0,0,0.01,80,26,8,136,M
16499,Tsuyo Kiss 3 Portable,10260,PSP,2012,Action,NetRevo,0,0,0.01,0,0.01,80,26,8,136,M
16500,Moto Racer Advance,10282,GBA,2002,Racing,Ubisoft,0.01,0,0,0,0.01,86,10,8,136,E
16501,Duel Masters: Shadow of the Code,10229,GBA,2004,Misc,Atari,0.01,0,0,0,0.01,86,10,8,136,E
16502,Cities: Skylines Snowfall,10233,PC,2016,Simulation,Paradox Development,0,0.01,0,0,0.01,72,16,7.1,20,E
16503,Freaky Flyers,10294,GC,2003,Racing,Midway Games,0.01,0,0,0,0.01,69,14,6.5,6,T
16504,Neo Atlas 1469,10240,PSV,2016,Misc,ArtDink,0,0,0.01,0,0.01,69,14,6.5,6,T
16505,Army Men: Air Combat - The Elite Missions,10236,GC,2003,Shooter,3DO,0.01,0,0,0,0.01,69,14,6.5,6,T
16506,Happy Dance Collection,10201,Wii,2008,Misc,Namco Bandai Games,0,0,0.01,0,0.01,69,14,6.5,6,T
16507,Rally Championship,10289,GC,2003,Racing,SCi,0.01,0,0,0,0.01,63,8,6.5,6,E
16508,Legend of Kay Anniversary,10220,WiiU,2015,Action,Nordic Games,0,0.01,0,0,0.01,67,9,7.1,35,E10+
16509,Conflict: Denied Ops,10252,PC,2008,Shooter,Eidos Interactive,0,0.01,0,0,0.01,58,18,4.8,54,M
16510,Musou Tourou,10298,PSP,2009,Strategy,Nippon Ichi Software,0,0,0.01,0,0.01,58,18,4.8,54,M
16511,Really? Really! DS,10276,DS,2009,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01,58,18,4.8,54,M
16512,Gakuen Hetalia,10264,DS,2012,Adventure,Idea Factory,0,0,0.01,0,0.01,58,18,4.8,54,M
16513,Daiya no Kuni no Alice: Wonderful Mirror World,10270,PSP,2013,Adventure,Quinrose,0,0,0.01,0,0.01,58,18,4.8,54,M
16514,FlatOut: Ultimate Carnage,10262,PC,2008,Racing,Empire Interactive,0,0.01,0,0,0.01,79,16,7.7,129,T
16515,Battlestations: Midway,10226,PC,2007,Strategy,Eidos Interactive,0,0.01,0,0,0.01,76,20,7.3,46,T
16516,Touch Detective 3: Does Funghi Dream of Bananas?,10208,3DS,2014,Adventure,Success,0,0,0.01,0,0.01,76,20,7.3,46,T
16517,Meiji Toukyou Renka: Full Moon,10262,PSV,2016,Action,5p,0,0,0.01,0,0.01,76,20,7.3,46,T
16518,Jam Sessions: Sing and Play Guitar (jp sales),10244,DS,2007,Misc,Ubisoft,0,0,0.01,0,0.01,76,20,7.3,46,T
16519,Tringo,10273,GBA,2006,Puzzle,Liquid Games,0.01,0,0,0,0.01,76,20,7.3,46,E
16520,RalliSport Challenge(JP sales),10237,X,2002,Racing,Microsoft Game Studios,0,0,0.01,0,0.01,76,20,7.3,46,E
16521,Plastic Memories,10240,PSV,2016,Adventure,5p,0,0,0.01,0,0.01,76,20,7.3,46,E
16522,Ultraman Fighting Evolution 3,10239,PS2,2004,Fighting,Banpresto,0,0,0.01,0,0.01,76,20,7.3,46,E
16523,Rondo of Swords (jp sales),10250,DS,2007,Role-Playing,Success,0,0,0.01,0,0.01,76,20,7.3,46,E
16524,Element Hunter,10235,DS,2009,Role-Playing,Namco Bandai Games,0,0,0.01,0,0.01,76,20,7.3,46,E
16525,Greg Hastings Tournament Paintball Maxd,10282,PS2,2006,Shooter,Activision,0.01,0,0,0,0.01,70,8,9.2,32,E10+
16526,Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,10286,PSP,2009,Adventure,CyberFront,0,0,0.01,0,0.01,70,8,9.2,32,E10+
16527,Bara ni Kakusareshi Verite,10230,PSV,2016,Action,Idea Factory,0,0,0.01,0,0.01,70,8,9.2,32,E10+
16528,Whac-A-Mole,10210,GBA,2005,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01,70,8,9.2,32,E
16529,Nakayoshi All-Stars: Mezase Gakuen Idol,10277,DS,2008,Misc,Creative Core,0,0,0.01,0,0.01,70,8,9.2,32,E
16530,Fullmetal Alchemist: Prince of the Dawn,10209,Wii,2009,Adventure,Square Enix,0,0,0.01,0,0.01,70,8,9.2,32,E
16531,TrackMania Turbo,10220,PC,2016,Action,Ubisoft,0,0.01,0,0,0.01,79,13,6.8,43,E
16532,H2O+: Footprints in the Sand,10291,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01,79,13,6.8,43,E
16533,Grooverider: Slot Car Thunder,10292,GC,2003,Racing,Encore,0.01,0,0,0,0.01,49,5,6.8,43,E
16534,Fashionable Puppy: Oshare na Koinu DS,10218,DS,2007,Simulation,MTO,0,0,0.01,0,0.01,49,5,6.8,43,E
16535,Werewolves Within,10265,PS4,2016,Misc,Ubisoft,0.01,0,0,0,0.01,75,13,7,18,E
16536,Ultimate Board Game Collection,10262,PS2,2006,Misc,Xplosiv,0.01,0,0,0,0.01,37,6,7,18,E
16537,Sekirei: Mirai Kara no Okurimono,10283,PS2,2009,Adventure,Alchemist,0,0,0.01,0,0.01,37,6,7,18,E
16538,The Humans: Meet the Ancestors!,10297,DS,2009,Puzzle,Deep Silver,0.01,0,0,0,0.01,37,6,7,18,E
16539,Dinotopia: The Sunstone Odyssey,10250,X,2003,Action,TDK Mediactive,0.01,0,0,0,0.01,44,10,7,18,T
16540,Jambo! Safari Animal Rescue,10296,DS,2009,Simulation,Sega,0.01,0,0,0,0.01,44,10,7,18,T
16541,Dungeons & Dragons: Neverwinter Nights - Complete,10285,PC,2011,Misc,Atari,0.01,0,0,0,0.01,44,10,7,18,T
16542,Natsuzora no Monologue,10286,PSP,2013,Adventure,Otomate,0,0,0.01,0,0.01,44,10,7,18,T
16543,Idol Janshi Suchie-Pai IV,10276,PS2,2007,Misc,Jaleco,0,0,0.01,0,0.01,44,10,7,18,T
16544,Fate/kaleid liner Prisma Illya,10261,3DS,2014,Action,Kadokawa Games,0,0,0.01,0,0.01,44,10,7,18,T
16545,Kenka Banchou Portable,10271,PSP,2009,Action,Spike,0,0,0.01,0,0.01,44,10,7,18,T
16546,God Eater Off Shot: Fujiki Kota-hen Twin Pack & Animation Vol.6,10269,PS4,2016,Misc,Namco Bandai Games,0,0,0.01,0,0.01,44,10,7,18,T
16547,OlliOlli: Epic Combo Edition,10224,PS4,2016,Platform,Badland Studio,0.01,0,0,0,0.01,44,10,7,18,T
16548,Turbo: Super Stunt Squad,10224,X360,2013,Sports,D3Publisher,0,0.01,0,0,0.01,44,10,4.5,10,E
16549,The Train Giant,10250,PC,2012,Strategy,Ascaron Entertainment,0,0.01,0,0,0.01,44,10,4.5,10,E
16550,Inversion,10203,PC,2012,Shooter,Namco Bandai Games,0.01,0,0,0,0.01,59,6,6.7,109,M
16551,Monster Jam,10298,PC,2007,Racing,Activision,0.01,0,0,0,0.01,59,6,5.8,5,M
16552,Ishin Renka: Ryouma Gaiden,10254,PSP,2010,Adventure,D3Publisher,0,0,0.01,0,0.01,59,6,5.8,5,M
16553,Pippa Funnell 2: Farm Adventures,10235,DS,2007,Simulation,Ubisoft,0,0.01,0,0,0.01,59,6,5.8,5,M
16554,NHL 2K7,10263,X,2006,Sports,Take-Two Interactive,0.01,0,0,0,0.01,78,8,5.8,5,E10+
16555,Act of Aggression,10244,PC,2015,Strategy,Focus Home Interactive,0,0.01,0,0,0.01,71,37,7.1,93,E10+
16556,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,10228,PSP,2013,Adventure,Idea Factory,0,0,0.01,0,0.01,71,37,7.1,93,E10+
16557,ClaDun Sengoku,10294,PSV,2017,Action,Nippon Ichi Software,0,0,0.01,0,0.01,71,37,7.1,93,E10+
16558,Powerdrome,10227,X,2004,Racing,Evolved Games,0.01,0,0,0,0.01,69,12,7,9,T
16559,Fallout Anthology,10286,PC,2015,Action,Bethesda Softworks,0,0.01,0,0,0.01,69,12,8.3,12,T
16560,Monster Bomber,10201,DS,2006,Puzzle,505 Games,0.01,0,0,0,0.01,55,6,8.3,12,E
16561,Hakuouki: Shinsengumi Kitan,10270,PS3,2011,Adventure,Unknown,0.01,0,0,0,0.01,55,6,8.3,12,E
16562,Wand of Fortune,10255,PS2,2009,Adventure,Idea Factory,0,0,0.01,0,0.01,55,6,8.3,12,E
16563,Young Justice: Legacy,10229,X360,2013,Action,Namco Bandai Games,0,0.01,0,0,0.01,55,6,6.2,10,T
16564,Arabians Lost: The Engagement on Desert,10211,PSP,2012,Adventure,Quinrose,0,0,0.01,0,0.01,55,6,6.2,10,T
16565,S.Y.K: Shinsetsu Saiyuuki Portable,10278,PSP,2010,Adventure,Idea Factory,0,0,0.01,0,0.01,55,6,6.2,10,T
16566,Fullmetal Alchemist: Trading Card Game,10228,DS,2007,Misc,Destineer,0.01,0,0,0,0.01,61,7,7.5,4,T
16567,Cross Edge Dash,10266,X360,2009,Role-Playing,Compile Heart,0,0,0.01,0,0.01,61,7,7.5,4,T
16568,Tumblestone,10228,WiiU,2016,Action,Nighthawk Interactive,0.01,0,0,0,0.01,82,4,7.5,4,E
16569,Super Bubble Pop,10222,X,2002,Puzzle,Jaleco,0.01,0,0,0,0.01,42,6,7.5,4,E
16570,Meru Purana,10244,PS,1996,Strategy,Gust,0,0,0.01,0,0.01,42,6,7.5,4,E
16571,"Crouching Tiger, Hidden Dragon",10203,X,2003,Action,Ubisoft,0.01,0,0,0,0.01,52,10,7.5,4,T
16572,Gobliiins 4,10218,PC,2009,Adventure,Kalypso Media,0,0.01,0,0,0.01,54,13,7.5,4,T
16573,Akatsuki no Amaneka to Aoi Kyojin,10270,PSP,2010,Strategy,CyberFront,0,0,0.01,0,0.01,54,13,7.5,4,T
16574,Myst,10213,PSP,2006,Adventure,Midway Games,0,0.01,0,0,0.01,69,4,4.8,5,E
16575,John Dalys ProStroke Golf,10240,X360,2010,Sports,O-Games,0.01,0,0,0,0.01,57,5,4.8,5,E
16576,Darkened Skye,10264,GC,2002,Adventure,TDK Mediactive,0.01,0,0,0,0.01,61,12,6.4,7,T
16577,Sakura-Sou no Pet na Kanojo,10228,PSV,2013,Adventure,Kadokawa Games,0,0,0.01,0,0.01,61,12,6.4,7,T
16578,Command & Conquer Renegade,10284,PC,2002,Shooter,Electronic Arts,0,0.01,0,0,0.01,61,12,6.4,7,T
16579,Juiced 2: Hot Import Nights,10216,PC,2007,Racing,THQ,0,0.01,0,0,0.01,61,6,5,43,T
16580,Wand of Fortune: Mirai e no Prologue,10213,PS2,2010,Adventure,Idea Factory,0,0,0.01,0,0.01,61,6,5,43,T
16581,Digimon Universe: Appli Monsters,10221,3DS,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01,61,6,5,43,T
16582,Real Crimes: The Unicorn Killer,10212,DS,2011,Puzzle,Unknown,0,0.01,0,0,0.01,61,6,5,43,T
16583,Ride,10243,X360,2015,Racing,Milestone S.r.l.,0,0.01,0,0,0.01,61,6,5,43,T
16584,Nova Usagi no Game de Ryuugaku!? DS,10255,DS,2007,Misc,Konami Digital Entertainment,0,0,0.01,0,0.01,61,6,5,43,T
16585,Heart no Kuni no Alice,10216,PSP,2009,Adventure,Prototype,0,0,0.01,0,0.01,61,6,5,43,T
16586,San-X: Chara Sagashi Land,10273,DS,2007,Action,MTO,0,0,0.01,0,0.01,61,6,5,43,T
16587,Petz: Hamsterz Life 2,10243,GBA,2007,Misc,Ubisoft,0.01,0,0,0,0.01,61,6,5,43,T
16588,Poker for Dummies,10229,PC,2008,Misc,Electronic Arts,0,0.01,0,0,0.01,61,6,5,43,T
16589,Akogare Girls Collection: Wan Nyan Doubutsu Byouin - Suteki na Juui-San ni Narou!,10213,3DS,2015,Action,Nippon Columbia,0,0,0.01,0,0.01,61,6,5,43,T
16590,Tenchu San Portable,10221,PSP,2009,Action,From Software,0,0,0.01,0,0.01,61,6,5,43,T
16591,Memories Off,10254,PSP,2008,Adventure,5p,0,0,0.01,0,0.01,61,6,5,43,T
16592,Vitamin X,10231,PS2,2007,Adventure,D3Publisher,0,0,0.01,0,0.01,61,6,5,43,T
16593,thinkSMART: Chess for Kids,10256,DS,2011,Misc,Mentor Interactive,0.01,0,0,0,0.01,61,6,5,43,E
16594,The Wild West,10270,DS,2007,Action,Majesco Entertainment,0.01,0,0,0,0.01,35,5,5,43,E10+
16595,Rugby World Cup 2015,10219,PC,2015,Sports,Ubisoft,0,0.01,0,0,0.01,35,5,1.4,8,E
16596,Saint Seiya Omega: Ultimate Cosmo,10266,PSP,2012,Fighting,Namco Bandai Games,0,0,0.01,0,0.01,35,5,1.4,8,E
16597,Colin McRae Rally 04,10241,PC,2004,Racing,Codemasters,0,0.01,0,0,0.01,87,6,7.2,44,E
16598,Dungeon Explorer: Warriors of Ancient Arts,10219,PSP,2007,Role-Playing,Rising Star Games,0.01,0,0,0,0.01,56,13,5.5,4,T
16599,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",10216,PS3,2014,Fighting,Namco Bandai Games,0,0,0.01,0,0.01,56,13,5.5,4,T
16600,Monster Hunter Frontier Z: Beginners Package,10258,PS4,2016,Action,Capcom,0,0,0.01,0,0.01,56,13,5.5,4,T
16601,Aladdin Magic Racer,10296,Wii,2011,Racing,Big Ben Interactive,0.01,0,0,0,0.01,56,13,5.5,4,E
16602,Teenage Mutant Ninja Turtles (3DS),10275,3DS,2013,Action,Activision,0.01,0,0,0,0.01,56,13,5.5,4,E
16603,Time Leap,10297,X360,2009,Adventure,Prototype,0,0,0.01,0,0.01,56,13,5.5,4,E
16604,Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,10298,3DS,2015,Misc,Nintendo,0,0,0.01,0,0.01,56,13,5.5,4,E
16605,The Godfather (JP sales),10276,X360,2006,Action,Electronic Arts,0,0,0.01,0,0.01,56,13,5.5,4,E
16606,World Heroes Anthology,10253,PS2,2007,Fighting,Ignition Entertainment,0,0,0.01,0,0.01,53,15,5.5,4,T
16607,Saiki Kusuo no Psi-nan: Shijou Psi-dai no Psi-nan!?,10242,3DS,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01,53,15,5.5,4,T
16608,th!nk Logic Trainer,10283,Wii,2009,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.01,53,15,5.5,4,T
16609,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,10222,DS,2009,Adventure,D3Publisher,0,0,0.01,0,0.01,53,15,5.5,4,T
16610,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",10235,DS,2009,Sports,Konami Digital Entertainment,0,0,0.01,0,0.01,53,15,5.5,4,T
16611,Routes PE,10290,PS2,2007,Adventure,Aqua Plus,0,0,0.01,0,0.01,53,15,5.5,4,T
16612,Railfan,10265,PS3,2006,Simulation,Ongakukan,0,0,0.01,0,0.01,53,15,5.5,4,T
16613,SoniPro,10212,3DS,2014,Adventure,imageepoch Inc.,0,0,0.01,0,0.01,53,15,5.5,4,T
16614,Transformers: Prime,10211,Wii,2012,Action,Activision,0,0.01,0,0,0.01,53,15,5.5,4,T
16615,Tropico 3: Gold Edition,10252,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.01,53,15,5.5,4,T
16616,Akatsuki no Goei Trinity,10241,PSP,2012,Adventure,5p,0,0,0.01,0,0.01,53,15,5.5,4,T
16617,Hotel Giant DS,10251,DS,2008,Simulation,Nobilis,0,0.01,0,0,0.01,53,15,5.5,4,T
16618,ESPN NBA 2Night 2002,10206,X,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01,53,15,5.5,4,E
16619,Virtua Quest,10231,GC,2004,Role-Playing,Sega,0.01,0,0,0,0.01,55,19,5.5,12,T
16620,Naruto Shippuden: Ultimate Ninja Storm Collection,10261,PS3,2016,Action,Namco Bandai Games,0,0.01,0,0,0.01,55,19,5.5,12,T
16621,SteamWorld Collection,10219,PS4,2016,Platform,Rising Star Games,0.01,0,0,0,0.01,55,19,5.5,12,E10+
16622,Icewind Dale II,10239,PC,2002,Role-Playing,Interplay,0,0.01,0,0,0.01,83,22,8.3,147,T
16623,Golden Time: Vivid Memories,10205,PSV,2014,Adventure,ASCII Media Works,0,0,0.01,0,0.01,83,22,8.3,147,T
16624,Hoshigami: Ruining Blue Earth Remix,10254,DS,2007,Role-Playing,505 Games,0,0,0.01,0,0.01,55,13,7.9,11,T
16625,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,10295,PSP,2009,Adventure,CyberFront,0,0,0.01,0,0.01,55,13,7.9,11,T
16626,Rugby League Live 3,10269,XOne,2015,Action,Tru Blu Entertainment,0,0.01,0,0,0.01,55,13,7.1,10,E
16627,Alone in the Dark,10209,PC,2008,Adventure,Atari,0,0.01,0,0,0.01,55,19,5.7,148,M
16628,Tenjin Ranman: Happy GO Lucky!!,10215,PSP,2010,Adventure,Russel,0,0,0.01,0,0.01,55,19,5.7,148,M
16629,Pro Evolution Soccer 2010,10258,PC,2009,Sports,Konami Digital Entertainment,0,0.01,0,0,0.01,78,8,6.9,49,E
16630,Getsuei Gakuen: kou,10246,PSV,2013,Adventure,Arc System Works,0,0,0.01,0,0.01,78,8,6.9,49,E
16631,Winning Post 8 2016,10208,PSV,2016,Simulation,Tecmo Koei,0,0,0.01,0,0.01,78,8,6.9,49,E
16632,The Cages: Pro Style Batting Practice,10268,Wii,2010,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01,78,8,6.9,49,E
16633,Clive Barkers Jericho,10223,PC,2007,Shooter,Codemasters,0,0.01,0,0,0.01,63,25,7.5,220,M
16634,Grand Prix Legends,10254,PC,1997,Racing,Vivendi Games,0,0.01,0,0,0.01,63,25,7.5,6,E
16635,Shin Sangoku Musou 4 Special,10219,X360,2005,Action,Tecmo Koei,0,0,0.01,0,0.01,63,25,7.5,6,E
16636,MotoGP 14 ,10211,PSV,2014,Racing,Milestone S.r.l.,0,0.01,0,0,0.01,63,25,7.5,4,E
16637,Bullet Soul: Tama Tamashii,10207,X360,2011,Shooter,5p,0,0,0.01,0,0.01,63,25,7.5,4,E
16638,"Horse Life 4: My Horse, My Friend, My Champion",10226,3DS,2015,Action,Unknown,0,0.01,0,0,0.01,63,25,7.5,4,E
16639,Amnesia Later,10263,PSV,2014,Misc,Idea Factory,0,0,0.01,0,0.01,63,25,7.5,4,E
16640,G1 Jockey 4 2007,10292,PS2,2007,Sports,Tecmo Koei,0,0,0.01,0,0.01,63,25,7.5,4,E
16641,Kunio-kun Nekketsu: Complete Famicom Edition,10215,3DS,2016,Misc,Arc System Works,0,0,0.01,0,0.01,63,25,7.5,4,E
16642,Winning Eleven: Pro Evolution Soccer 2007,10220,PC,2006,Sports,Konami Digital Entertainment,0,0.01,0,0,0.01,88,6,7.5,4,E
16643,"Element Girl: Love, Fashion and Friends",10270,DS,2008,Adventure,DTP Entertainment,0,0.01,0,0,0.01,88,6,7.5,4,E
16644,Assassins Creed Chronicles,10262,XOne,2016,Action,Ubisoft,0,0.01,0,0,0.01,88,6,6.8,8,T
16645,Heart no Kuni no Alice: Wonderful Twin World,10261,PSP,2014,Adventure,Quinrose,0,0,0.01,0,0.01,88,6,6.8,8,T
16646,Irotoridori no Sekai: Worlds End Re-Birth,10281,PSV,2015,Action,HuneX,0,0,0.01,0,0.01,88,6,6.8,8,T
16647,Madagascar: Escape 2 Africa,10240,PC,2008,Action,Activision,0.01,0,0,0,0.01,58,6,8,4,E10+
16648,Sega Rally Revo,10291,PC,2007,Racing,Sega,0,0.01,0,0,0.01,74,9,7.6,18,E
16649,Superstars V8 Racing,10279,X360,2009,Racing,Black Bean Games,0,0.01,0,0,0.01,62,16,7.6,18,E
16650,Wade Hixtons Counter Punch,10282,GBA,2004,Sports,"Destination Software, Inc",0.01,0,0,0,0.01,78,13,9.5,4,T
16651,Junjou Romanchika: Koi no Doki Doki Daisakusen,10265,PS2,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01,78,13,9.5,4,T
16652,Farming Simulator 2014,10267,PSV,2014,Simulation,Focus Home Interactive,0.01,0,0,0,0.01,78,13,9.5,4,T
16653,Phineas and Ferb: Quest for Cool Stuff,10246,WiiU,2013,Action,Disney Interactive Studios,0,0.01,0,0,0.01,78,13,5.4,5,E
16654,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,10237,PS3,2014,Adventure,Views,0,0,0.01,0,0.01,78,13,5.4,5,E
16655,Winx Club: Saving Alfea ,10280,3DS,2014,Action,Namco Bandai Games,0,0.01,0,0,0.01,78,13,5.4,5,E
16656,Big Hero 6: Battle in the Bay,10248,DS,2014,Action,GameMill Entertainment,0,0.01,0,0,0.01,78,13,5.4,5,E
16657,Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,10246,PS2,2007,Fighting,Capcom,0,0,0.01,0,0.01,78,13,5.4,5,E
16658,Heart no Kuni no Alice,10275,PS2,2008,Adventure,Prototype,0,0,0.01,0,0.01,78,13,5.4,5,E
16659,Juggler DS,10214,DS,2008,Misc,Commseed,0,0,0.01,0,0.01,78,13,5.4,5,E
16660,Katekyoo Hitman Reborn! Kindan no Yami no Delta,10247,Wii,2008,Action,Marvelous Interactive,0,0,0.01,0,0.01,78,13,5.4,5,E
16661,Winning Post 8 2016,10266,PS3,2016,Simulation,Tecmo Koei,0,0,0.01,0,0.01,78,13,5.4,5,E
16662,Razor Freestyle Scooter,10233,GBA,2001,Sports,Ubisoft,0.01,0,0,0,0.01,78,13,5.4,5,E
16663,Outdoors Unleashed: Alaska 3D,10272,3DS,2011,Sports,Mastiff,0.01,0,0,0,0.01,78,13,5.4,5,T
16664,Vitamin Y,10270,DS,2008,Adventure,D3Publisher,0,0,0.01,0,0.01,78,13,5.4,5,T
16665,Kings Bounty: Armored Princess,10215,PC,2009,Role-Playing,1C Company,0,0.01,0,0,0.01,82,25,8.6,159,T
16666,Egg Mania: Eggstreme Madness,10289,GC,2002,Puzzle,Kemco,0.01,0,0,0,0.01,64,7,8,4,E
16667,Kiniro no Corda 3,10293,3DS,2015,Adventure,Tecmo Koei,0,0,0.01,0,0.01,64,7,8,4,E
16668,Magicians Academy,10205,PS2,2007,Role-Playing,Enterbrain,0,0,0.01,0,0.01,64,7,8,4,E
16669,Memories Off #5: Togireta Film,10220,PSP,2009,Adventure,5p,0,0,0.01,0,0.01,64,7,8,4,E
16670,Kimi o Aogi Otome wa Hime ni,10236,PSV,2016,Adventure,Entergram,0,0,0.01,0,0.01,64,7,8,4,E
16671,Luxor: Pharaohs Challenge,10213,DS,2007,Puzzle,Funsta,0,0.01,0,0,0.01,64,7,8,4,E
16672,Exstetra,10213,3DS,2013,Role-Playing,FuRyu,0,0,0.01,0,0.01,64,7,8,4,E
16673,The Eye of Judgment: Legends,10268,PSP,2010,Strategy,Sony Computer Entertainment,0,0,0.01,0,0.01,69,17,7.9,16,E10+
16674,Lucian Bees: Resurrection Supernova,10238,PS2,2009,Adventure,5p,0,0,0.01,0,0.01,69,17,7.9,16,E10+
16675,Akogare Girls Collection: Pika Pika Nurse Monogatari - Shounika Haitsumo Oosawagi,10278,3DS,2016,Adventure,Nippon Columbia,0,0,0.01,0,0.01,69,17,7.9,16,E10+
16676,Farming 2017 - The Simulation,10222,PS4,2016,Simulation,UIG Entertainment,0,0.01,0,0,0.01,69,17,7.9,16,E10+
16677,The Amazing Spider-Man (DS & Mobile Versions),10263,PSP,2009,Action,Eidos Interactive,0,0.01,0,0,0.01,69,17,7.9,16,E10+
16678,Smart Boys Winter Wonderland,10233,DS,2008,Misc,UFO Interactive,0.01,0,0,0,0.01,69,17,7.9,16,E
16679,Witch Hunters: Stolen Beauty,10209,PC,2015,Action,Big Fish Games,0,0.01,0,0,0.01,69,17,7.9,16,E
16680,Captain Rainbow,10263,Wii,2008,Adventure,Nintendo,0,0,0.01,0,0.01,69,17,7.9,16,E
16681,Rabbids Invasion: The Interactive TV Show,10209,XOne,2014,Misc,Ubisoft,0,0.01,0,0,0.01,69,17,7.9,16,E
16682,Hitman (2016),10223,XOne,2016,Action,Square Enix,0,0.01,0,0,0.01,69,17,7.9,16,E
16683,DoDonPachi Daifukkatsu: Black Label,10263,X360,2011,Shooter,Cave,0,0,0.01,0,0.01,69,17,7.9,16,E
16684,Space Raiders,10279,GC,2003,Shooter,Taito,0.01,0,0,0,0.01,40,8,7.9,16,T
16685,Shirogane x Spirits!,10213,PSV,2016,Adventure,Technical Associates Inc,0,0,0.01,0,0.01,40,8,7.9,16,T
16686,"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",10208,PSV,2015,Action,Idea Factory,0,0,0.01,0,0.01,40,8,7.9,16,T
16687,Hakuoki: Yuugi Roku - Taishitachi no Daienkai,10248,PSV,2016,Adventure,Idea Factory,0,0,0.01,0,0.01,40,8,7.9,16,T
16688,Ishin no Arashi: Shippuu Ryuumeden,10271,DS,2010,Strategy,Tecmo Koei,0,0,0.01,0,0.01,40,8,7.9,16,T
16689,Angels and Despair: 5 Game Pack,10249,PC,2014,Misc,Focus Multimedia,0,0.01,0,0,0.01,40,8,7.9,16,T
16690,Bakumatsu Rock: Ultra Soul,10252,PSP,2014,Misc,Marvelous Interactive,0,0,0.01,0,0.01,40,8,7.9,16,T
16691,Dengeki Gakuen RPG: Cross of Venus Special,10284,DS,2011,Role-Playing,ASCII Media Works,0,0,0.01,0,0.01,40,8,7.9,16,T
16692,Muv-Luv Alternative,10268,PS3,2012,Simulation,5p,0,0,0.01,0,0.01,40,8,7.9,16,T
